player,team,position,id,avg_type,pass_yds,pass_yds_sd,pass_tds,pass_tds_sd,pass_int,pass_int_sd,rush_yds,rush_yds_sd,rush_tds,rush_tds_sd,fumbles_lost,fumbles_lost_sd,two_pts,two_pts_sd,return_tds,return_tds_sd,rec,rec_sd,rec_yds,rec_yds_sd,rec_tds,rec_tds_sd,fg_0019,fg_0019_sd,fg_2029,fg_2029_sd,fg_3039,fg_3039_sd,fg_4049,fg_4049_sd,fg_50,fg_50_sd,xp,xp_sd,dst_int,dst_int_sd,dst_sacks,dst_sacks_sd,dst_safety,dst_safety_sd,dst_td,dst_td_sd,dst_blk,dst_blk_sd,idp_solo,idp_solo_sd,idp_sack,idp_sack_sd,idp_int,idp_int_sd,idp_pd,idp_pd_sd,idp_td,idp_td_sd,birthdate,draft_year,injury_status,injury_details,season_year,week
Trevor Lawrence,JAC,QB,15237,weighted,239.7939057,9.169169775,1.384593555,0.440061854,0.914665705,0.146435765,13.93993747,1.722412584,0.155791246,0.076851787,0.23025493,0.024145734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/1970,2021,NA,NA,NA,NA
Daniel Jones,IND,QB,14059,weighted,199.088557,27.30839273,1.235180375,0.440122111,0.694978355,0.168328162,29.58862915,3.52967875,0.5098557,0.263365186,0.243933381,0.098908647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/1970,2019,NA,NA,NA,NA
Sam Darnold,SEA,QB,13592,weighted,220.5657624,23.08714723,1.22013468,0.274801589,0.906734007,0.218918644,8.618330928,3.011818938,0.055820106,0.048977339,0.238161376,0.032698757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/5/1997,2018,NA,NA,NA,NA
Aaron Rodgers,PIT,QB,7836,weighted,225.7835161,13.14283075,1.858787879,0.27194379,0.663742184,0.181418106,5.697748918,1.799086658,0.025438439,0.040106531,0.158958634,0.032147003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/2/1983,2005,NA,NA,NA,NA
Brock Purdy,SF,QB,15698,weighted,124.1313906,123.2156321,1.055368098,1.047582297,0.502556237,0.498848713,8.543456033,8.48042812,0.100511247,0.099769743,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/27/1999,2022,Q,Toe,2025,3
Joe Burrow,CIN,QB,14777,weighted,246.3,0,2.09,NA,0.59,NA,15.83,2.51229317414126e-15,0.16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/1970,2020,O,Toe,2025,3
Russell Wilson,NYG,QB,10703,weighted,229.6212891,16.84166157,1.354487734,0.493926952,0.689307359,0.152791338,17.19374699,5.414810566,0.085690236,0.041840239,0.188480038,0.014399352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/29/1988,2012,NA,NA,NA,NA
Michael Penix Jr.,ATL,QB,16583,weighted,235.1651082,5.952286369,1.295762386,0.444367892,0.778167388,0.116970305,14.43343434,4.204943526,0.229095719,0.14769097,0.147534873,0.043719679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/8/2000,2024,NA,NA,NA,NA
Baker Mayfield,TB,QB,13590,weighted,235.4115681,4.190270705,1.95968254,0.311050664,0.806406926,0.148639706,16.49537759,4.76518963,0.094357864,0.065951841,0.203613516,0.055661724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/14/1995,2018,NA,NA,NA,NA
Caleb Williams,CHI,QB,16579,weighted,232.528735,7.039877274,1.620625301,0.560960121,0.692448292,0.170575767,31.37479557,2.711774706,0.140625301,0.086222834,0.241774892,0.036945117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/18/2001,2024,NA,NA,NA,NA
Carson Wentz,MIN,QB,12610,weighted,147.47796,117.4950456,0.84048,0.786065332,0.712348571,0.648265335,11.84899429,9.833748089,-0.019822857,0.111216968,0.1412,0.079880224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/30/1992,2016,NA,NA,NA,NA
Bo Nix,DEN,QB,16582,weighted,220.5050938,14.09310444,1.753193843,0.288600514,0.812770563,0.131768899,26.01577682,2.652902256,0.139240019,0.084445969,0.138894901,0.033624157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/25/2000,2024,NA,NA,NA,NA
Drake Maye,NE,QB,16580,weighted,216.6432612,13.75107885,1.336238576,0.401215118,0.808306878,0.134428999,34.23156806,9.775620761,0.16047138,0.077828204,0.267598605,0.0349073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/30/2002,2024,NA,NA,NA,NA
Jordan Love,GB,QB,14782,weighted,228.2971958,4.231449339,1.863814334,0.206680616,0.688427128,0.165015372,11.09928331,3.001807992,0.137926888,0.097953668,0.109373497,0.061173292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/1970,2020,NA,NA,NA,NA
Kyler Murray,ARI,QB,14056,weighted,217.1154305,9.436695007,1.330519481,0.341737173,0.745209235,0.1379242,39.48478595,7.468463819,0.276661857,0.170005356,0.197853535,0.05057622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/1970,2019,NA,NA,NA,NA
Cam Ward,TEN,QB,17030,weighted,212.9446368,19.17705407,1.263544974,0.316290318,0.749254449,0.141429185,12.83574796,1.645262975,0.071611352,0.053869629,0.348767436,0.077494838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/25/2002,2025,NA,NA,NA,NA
Jayden Daniels,WAS,QB,16581,weighted,211.1058923,21.6290006,1.501697932,0.382187023,0.646681097,0.180709765,46.96782107,6.441671244,0.286632997,0.168084752,0.089309764,0.080627965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/18/2000,2024,Q,Knee,2025,3
Spencer Rattler,NO,QB,16586,weighted,202.3147811,12.92285502,1.162260702,0.454684336,0.741274651,0.133881075,18.66659452,1.236934228,0.062679173,0.066562431,0.242592593,0.071860038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/2000,2024,NA,NA,NA,NA
Bryce Young,CAR,QB,16148,weighted,207.5840933,7.630807664,1.343934584,0.454339166,0.780634921,0.131988502,18.96113516,3.43259139,0.152650313,0.100982536,0.287662338,0.063763435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/25/2001,2023,NA,NA,NA,NA
J.J. McCarthy,MIN,QB,16584,weighted,202.4760276,11.50843981,1.590077042,0.014142136,0.937041602,0.374766594,17.45267382,0.453952329,0.195114041,0.004990129,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/20/2003,2024,Q,Ankle,2025,3
Tyrod Taylor,NYJ,QB,10413,weighted,62.00654,87.7950381,0.508348571,0.55571217,0.123124286,0.16318491,6.3575,7.085637089,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/3/1989,2011,NA,NA,NA,NA
Jalen Hurts,PHI,QB,14783,weighted,193.0038336,14.15527997,1.192193362,0.251118342,0.588109668,0.222810423,42.96448292,4.384402719,0.912582973,0.149078421,0.22737494,0.021268036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/1970,2020,NA,NA,NA,NA
Justin Fields,NYJ,QB,15238,weighted,178.0192104,31.79669035,1.038501441,0.162547925,0.678115274,0.214567171,42.51801729,10.90364942,0.314708934,0.171273508,0.292061479,0.007124691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/1970,2021,Q,Concussion,2025,3
Kirk Cousins,ATL,QB,10700,weighted,18.89342857,29.16537274,0.164671429,0.24502415,0.070157143,0.127447933,0.872071429,1.215618464,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/19/1988,2012,NA,NA,NA,NA
Marcus Mariota,WAS,QB,12141,weighted,33.35166163,29.46718077,0.370795569,0.318655294,0.067573011,0.057342083,5.579859013,5.993412739,0.032930514,0.057569871,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/30/1993,2015,NA,NA,NA,NA
Mason Rudolph,PIT,QB,13595,weighted,23.23314423,23.08145154,0.209023162,0.252216737,0.039415911,0.052960861,1.994704992,2.148285509,0,0,0.049357035,0.041130001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/17/1995,2018,NA,NA,NA,NA
Gardner Minshew,KC,QB,14067,weighted,18.98688822,19.95278696,0.209023162,0.252216737,0.105276939,0.167443273,1.039677744,0.9917638,0,0,0.049144008,0.050337999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/1970,2019,NA,NA,NA,NA
Dillon Gabriel,CLE,QB,17037,weighted,25.11945,15.90006351,0.248733234,0.070710678,0.202533532,0.141421356,1.66105,0.652053078,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/28/2000,2025,NA,NA,NA,NA
Anthony Richardson,IND,QB,16152,weighted,17.92075139,15.72215579,0.17284995,0.199059151,0.10203424,0.170000144,5.139056984,6.250972812,0.033030761,0.047036884,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/22/2002,2023,NA,NA,NA,NA
Kenny Pickett,LVR,QB,15692,weighted,17.94163142,18.29088563,0.17284995,0.199059151,0.072346425,0.110030729,1.074320242,0.996626665,0,0,0.049144008,0.050337999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/6/1998,2022,NA,NA,NA,NA
Cooper Rush,BAL,QB,13124,weighted,14.62598187,17.35475811,0.166364552,0.206715147,0.032930514,0.057569871,0.970392749,0.992291519,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA
Malik Willis,GB,QB,15694,weighted,13.68761329,13.31115662,0.110231621,0.084668958,0.036173212,0.055015364,1.403625378,1.49651502,0,0,0.098288016,0.100675998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/25/1999,2022,NA,NA,NA,NA
Davis Mills,HOU,QB,15252,weighted,13.54449144,12.6260738,0.139919436,0.143140658,0.039415911,0.052960861,1.005035247,0.990313764,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/1970,2021,NA,NA,NA,NA
Tyler Shough,NO,QB,17039,weighted,13.43352244,9.116077783,0.139919436,0.143140658,0.039415911,0.052960861,2.256379223,2.648187436,0.033030761,0.047036884,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/1999,2025,NA,NA,NA,NA
Mitchell Trubisky,BUF,QB,13115,weighted,12.39663646,9.385458544,0.139919436,0.143140658,0.039415911,0.052960861,0.571802618,0.50818029,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/20/1994,2017,NA,NA,NA,NA
Joshua Dobbs,NE,QB,13119,weighted,11.74171198,9.094731597,0.139919436,0.143140658,0.072346425,0.110030729,1.039677744,0.9917638,0.032930514,0.057569871,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/26/1995,2017,NA,NA,NA,NA
Nick Mullens,JAC,QB,13968,weighted,12.09770393,8.846229482,0.110231621,0.084668958,0.072346425,0.110030729,0.710372608,0.604915894,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/1970,2017,NA,NA,NA,NA
Andy Dalton,CAR,QB,10313,weighted,7.333173821,8.137218055,0.074764251,0.090600447,0.027543983,0.046777501,0.496410978,0.608780507,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/29/1987,2011,NA,NA,NA,NA
Tyson Bagent,CHI,QB,16384,weighted,10.36243706,6.175071508,0.106988922,0.089345008,0.039415911,0.052960861,0.745015106,0.640179837,0.032930514,0.057569871,0.049144008,0.050337999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/8/2000,2023,NA,NA,NA,NA
Tanner McKee,PHI,QB,15702,weighted,7.797784491,7.934857615,0.166364552,0.206715147,0.032930514,0.057569871,0.866465257,1.018418838,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/27/2000,2023,Q,Thumb,2025,3
Jacoby Brissett,ARI,QB,12616,weighted,9.235206445,5.32424705,0.110231621,0.084668958,0.036173212,0.055015364,1.108962739,1.004852812,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/1992,2016,NA,NA,NA,NA
Zach Wilson,MIA,QB,15239,weighted,9.280483384,4.774453242,0.106988922,0.089345008,0.039415911,0.052960861,0.883585096,0.808337847,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/1970,2021,NA,NA,NA,NA
