player,team,position,id,avg_type,pass_yds,pass_yds_sd,pass_tds,pass_tds_sd,pass_int,pass_int_sd,rush_yds,rush_yds_sd,rush_tds,rush_tds_sd,fumbles_lost,fumbles_lost_sd,two_pts,two_pts_sd,return_tds,return_tds_sd,rec,rec_sd,rec_yds,rec_yds_sd,rec_tds,rec_tds_sd,fg_0019,fg_0019_sd,fg_2029,fg_2029_sd,fg_3039,fg_3039_sd,fg_4049,fg_4049_sd,fg_50,fg_50_sd,xp,xp_sd,dst_int,dst_int_sd,dst_sacks,dst_sacks_sd,dst_safety,dst_safety_sd,dst_td,dst_td_sd,dst_blk,dst_blk_sd,idp_solo,idp_solo_sd,idp_sack,idp_sack_sd,idp_int,idp_int_sd,idp_pd,idp_pd_sd,idp_td,idp_td_sd,birthdate,draft_year,injury_status,injury_details,season_year,week
Mac Jones,SF,QB,15241,weighted,184.4508361,83.00516312,1.184678253,0.561042533,0.683790512,0.277290992,7.656426335,3.625258074,0.076848286,0.0739766,0.251473697,0.134486821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/1970,2021,NA,NA,NA,NA
Aaron Rodgers,PIT,QB,7836,weighted,231.4582744,12.71891682,1.82783157,0.268092517,0.628429618,0.195784545,6.574305475,1.307519369,0.021192026,0.037793475,0.159890155,0.029239075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/2/1983,2005,NA,NA,NA,NA
Jake Browning,CIN,QB,14358,weighted,227.270418,17.40358542,1.426073274,0.318592828,0.932564584,0.134674069,9.858837482,2.334518784,0.089929544,0.064066168,0.135427431,0.069008511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/1970,2019,NA,NA,NA,NA
Daniel Jones,IND,QB,14059,weighted,211.7483494,17.1279134,1.30941009,0.318738926,0.675423108,0.164856913,27.16968093,3.157071649,0.448909683,0.270898986,0.276899919,0.071391591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/1970,2019,NA,NA,NA,NA
Brock Purdy,SF,QB,15698,weighted,124.1313906,123.2156321,1.055368098,1.047582297,0.502556237,0.498848713,8.543456033,8.48042812,0.100511247,0.099769743,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/27/1999,2022,Q,Toe,2025,3
Russell Wilson,NYG,QB,10703,weighted,224.8044746,13.91475347,1.33551668,0.420192992,0.643502848,0.158195873,19.20783448,3.235998735,0.081818552,0.05923628,0.191535801,0.00980072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/29/1988,2012,NA,NA,NA,NA
Baker Mayfield,TB,QB,13590,weighted,235.4543932,6.269783836,1.950545159,0.266295302,0.857628153,0.137876858,20.08913867,1.316124676,0.098433686,0.050566558,0.208576078,0.053180499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/14/1995,2018,NA,NA,NA,NA
Trevor Lawrence,JAC,QB,15237,weighted,231.134327,9.148771606,1.427648495,0.403100518,0.893026851,0.111849919,14.77299837,1.899773316,0.152514239,0.074483826,0.231757526,0.022218176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/1970,2021,NA,NA,NA,NA
Michael Penix Jr.,ATL,QB,16583,weighted,234.7397123,6.469107989,1.334564687,0.41001568,0.695895037,0.18947785,12.65313437,1.134668047,0.16593572,0.154783671,0.166336452,0.047107594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/8/2000,2024,NA,NA,NA,NA
Caleb Williams,CHI,QB,16579,weighted,230.8885418,5.087136541,1.797794955,0.357373851,0.675573637,0.159889654,30.67856213,1.18174572,0.168120423,0.112668728,0.240221725,0.030667513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/18/2001,2024,NA,NA,NA,NA
Josh Allen,BUF,QB,13589,weighted,233.8528717,3.993894752,1.929662327,0.195796301,0.552343369,0.264036688,37.61494537,2.989403477,0.77221725,0.164261991,0.159971522,0.052251618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/21/1996,2018,NA,NA,NA,NA
Joe Flacco,CLE,QB,9064,weighted,224.0098663,27.20598933,1.299906428,0.546140894,1.050410903,0.211175891,4.858844589,1.89064456,0.011960944,0.023103025,0.311204231,0.045172877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/16/1985,2008,NA,NA,NA,NA
Jordan Love,GB,QB,14782,weighted,231.7823068,4.437284341,1.835126119,0.203647406,0.639454841,0.166450604,11.8227566,3.184759504,0.095870627,0.043933576,0.111397478,0.055694682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/1970,2020,NA,NA,NA,NA
Carson Wentz,MIN,QB,12610,weighted,213.0680993,18.02702376,1.340624706,0.344314587,0.930324096,0.351904792,14.06047362,2.216124447,0.099069986,0.063289317,0.228616721,0.035510609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/30/1992,2016,NA,NA,NA,NA
Drake Maye,NE,QB,16580,weighted,226.7271109,6.322003972,1.337400325,0.363797862,0.749548413,0.147867433,28.72616878,5.528595483,0.149808788,0.074307262,0.262711554,0.029726283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/30/2002,2024,NA,NA,NA,NA
Cam Ward,TEN,QB,17030,weighted,212.7397646,17.5720918,1.278673718,0.39097091,0.706891782,0.16249257,12.46741311,1.460520603,0.063189585,0.05883366,0.347801058,0.070297769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/25/2002,2025,NA,NA,NA,NA
Jayden Daniels,WAS,QB,16581,weighted,189.567183,36.98926442,1.434625712,0.425944869,0.48307974,0.257424404,38.67780367,11.95432185,0.239853539,0.137344533,0.091729048,0.073351823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/18/2000,2024,Q,Knee,2025,3
Kyler Murray,ARI,QB,14056,weighted,215.874968,8.610553445,1.319104963,0.313370831,0.724129373,0.136636886,34.85558177,3.238653962,0.211802278,0.100678957,0.19729048,0.044121315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/1970,2019,NA,NA,NA,NA
Tyrod Taylor,NYJ,QB,10413,weighted,199.6236069,24.24367926,1.174060212,0.23289461,0.691533767,0.236049821,23.06826979,7.079690651,0.14509764,0.10025422,0.231259154,0.119206013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/3/1989,2011,NA,NA,NA,NA
Bo Nix,DEN,QB,16582,weighted,213.5233023,9.334873374,1.576932465,0.35646372,0.802799024,0.10859046,25.71837324,2.012587907,0.127892596,0.072348592,0.140221725,0.030667513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/25/2000,2024,NA,NA,NA,NA
Spencer Rattler,NO,QB,16586,weighted,201.9845961,8.981065858,1.172323027,0.394655855,0.756407648,0.126990829,19.07566023,1.340755891,0.080593979,0.055420047,0.238091945,0.062447206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/2000,2024,NA,NA,NA,NA
Jalen Hurts,PHI,QB,14783,weighted,198.9351796,13.35683427,1.210427177,0.217218223,0.53270952,0.244486742,40.1558654,3.719368375,0.849873881,0.134349684,0.228936127,0.019682185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/1970,2020,NA,NA,NA,NA
Bryce Young,CAR,QB,16148,weighted,203.8430867,5.438161658,1.350402766,0.408957465,0.8164524,0.11890918,19.17902825,2.138883737,0.145870627,0.09481961,0.285201383,0.058599709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/25/2001,2023,NA,NA,NA,NA
Marcus Mariota,WAS,QB,12141,weighted,75.74667136,26.21261058,0.611780436,0.2265387,0.221111893,0.121615761,3.947642505,5.595151415,0.023011963,0.048720344,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/30/1993,2015,NA,NA,NA,NA
Kirk Cousins,ATL,QB,10700,weighted,19.99529857,28.5266636,0.171601429,0.240736933,0.072467143,0.12626471,0.872071429,1.215618464,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/19/1988,2012,NA,NA,NA,NA
Mason Rudolph,PIT,QB,13595,weighted,23.19069592,23.11528995,0.209023162,0.252216737,0.039415911,0.052960861,1.994704992,2.148285509,0,0,0.049357035,0.041130001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/17/1995,2018,NA,NA,NA,NA
Gardner Minshew,KC,QB,14067,weighted,18.93603223,19.99249457,0.209023162,0.252216737,0.10203424,0.170000144,1.039677744,0.9917638,0,0,0.049144008,0.050337999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/1970,2019,NA,NA,NA,NA
Dillon Gabriel,CLE,QB,17037,weighted,18.45806858,16.37534823,0.174561934,0.14048643,0.108700906,0.090549018,1.119591528,0.946328097,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/28/2000,2025,NA,NA,NA,NA
Anthony Richardson,IND,QB,16152,weighted,18.07255421,15.57392834,0.176092649,0.195371148,0.105276939,0.167443273,5.104740292,6.271274511,0.033030761,0.047036884,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/22/2002,2023,NA,NA,NA,NA
Kenny Pickett,LVR,QB,15692,weighted,17.70032226,18.4741756,0.17284995,0.199059151,0.072346425,0.110030729,1.039677744,0.9917638,0,0,0.049144008,0.050337999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/6/1998,2022,NA,NA,NA,NA
Cooper Rush,BAL,QB,13124,weighted,15.97067472,15.76149118,0.17284995,0.199059151,0.036173212,0.055015364,0.970392749,0.992291519,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA
Malik Willis,GB,QB,15694,weighted,13.62600201,13.37871759,0.106988922,0.089345008,0.036173212,0.055015364,1.403625378,1.49651502,0,0,0.098288016,0.100675998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/25/1999,2022,NA,NA,NA,NA
Davis Mills,HOU,QB,15252,weighted,13.71311178,12.43771491,0.139919436,0.143140658,0.039415911,0.052960861,1.005035247,0.990313764,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/1970,2021,NA,NA,NA,NA
Tyler Shough,NO,QB,17039,weighted,13.65254665,9.076639482,0.139919436,0.143140658,0.039415911,0.052960861,2.222062532,2.667586206,0.033030761,0.047036884,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/1999,2025,NA,NA,NA,NA
Mitchell Trubisky,BUF,QB,13115,weighted,12.26487412,9.602661551,0.143162135,0.139122496,0.039415911,0.052960861,0.571802618,0.50818029,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/20/1994,2017,NA,NA,NA,NA
Joshua Dobbs,NE,QB,13119,weighted,11.7244713,9.142501077,0.139919436,0.143140658,0.072346425,0.110030729,1.039677744,0.9917638,0.032930514,0.057569871,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/26/1995,2017,NA,NA,NA,NA
Nick Mullens,JAC,QB,13968,weighted,12.00247734,8.908458118,0.110231621,0.084668958,0.072346425,0.110030729,0.710372608,0.604915894,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/1970,2017,NA,NA,NA,NA
Andy Dalton,CAR,QB,10313,weighted,7.333173821,8.137218055,0.07703026,0.088878514,0.027543983,0.046777501,0.496410978,0.608780507,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/29/1987,2011,NA,NA,NA,NA
Tyson Bagent,CHI,QB,16384,weighted,10.31260826,6.165784171,0.110231621,0.084668958,0.039415911,0.052960861,0.710372608,0.604915894,0.032930514,0.057569871,0.049144008,0.050337999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/8/2000,2023,NA,NA,NA,NA
Tanner McKee,PHI,QB,15702,weighted,7.797784491,7.934857615,0.166364552,0.206715147,0.032930514,0.057569871,0.866465257,1.018418838,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/27/2000,2023,Q,Thumb,2025,3
Jacoby Brissett,ARI,QB,12616,weighted,9.132467271,5.426594664,0.106988922,0.089345008,0.036173212,0.055015364,1.108962739,1.004852812,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/11/1992,2016,NA,NA,NA,NA
Zach Wilson,MIA,QB,15239,weighted,9.321611279,4.766016372,0.106988922,0.089345008,0.039415911,0.052960861,0.883585096,0.808337847,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/1970,2021,NA,NA,NA,NA
Drew Lock,SEA,QB,14057,weighted,8.62408862,3.911279101,0.106988922,0.089345008,0.074058409,0.045873666,0.381067472,0.641177865,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/1/1970,2019,NA,NA,NA,NA
Joe Milton,DAL,QB,16585,weighted,8.705337362,3.368460693,0.077301108,0.040139458,0.039415911,0.052960861,0.381067472,0.641177865,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/6/2000,2024,NA,NA,NA,NA
Jaxson Dart,NYG,QB,17032,weighted,5.236377143,3.668472429,0.060708571,0.085490207,0.022365714,0.042523456,1.145485714,0.853126239,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/13/2003,2025,NA,NA,NA,NA
